"Id","Title","Release_date","imdb_rating"
"893370","Virus:32","2022-04-21",""
"422803","A Shaun the Sheep Movie: Farmageddon","2019-09-26",""
"354859","The Promise","2016-12-02",""
"180863","T2 Trainspotting","2017-01-27",""
"76025","Shame","2011-10-02",""
"55787","Water for Elephants","2011-04-15",""
"35854","Flash Point","2007-07-26",""
"22660","Old Yeller","1957-12-25",""
"12186","Defending Your Life","1991-03-22",""
"265228","Timbuktu","2014-12-10",""
"13127","SPL: Kill Zone","2005-11-18",""
"384677","Set It Up","2018-06-15",""
"342672","4th Man Out","2015-05-26",""
"38055","Megamind","2010-10-28",""
"27899","Little Caesar","1931-01-25",""
"9390","Jerry Maguire","1996-12-13",""
"49444","Kung Fu Panda 2","2011-05-25",""
"1412","sex, lies, and videotape","1989-08-04",""
"62837","Dolphin Tale","2011-09-23",""
"48303","Certified Copy","2010-05-18",""
"33914","Frankenweenie","1984-12-14",""
"17965","The Abominable Dr. Phibes","1971-05-18",""
"11536","The Misfits","1961-02-01",""
"10882","Sleeping Beauty","1959-02-17",""
"505706","The Golden Glove","2019-02-21",""
"71689","Phineas and Ferb: The Movie: Across the 2nd Dimension","2011-08-05",""
"46705","Blue Valentine","2010-12-16",""
"28053","City Island","2009-03-06",""
"21448","Mickey's Magical Christmas: Snowed in at the House of Mouse","2001-11-06",""
"9692","The Woodsman","2004-12-24",""
"8841","The Class","2008-09-24",""
"397538","Borg vs McEnroe","2017-09-08",""
"241771","Beyond the Lights","2014-11-14",""
"204082","Homefront","2013-11-12",""
"128136","My Awkward Sexual Adventure","2012-09-11",""
"65215","Stewie Griffin: The Untold Story","2005-07-23",""
"41428","Tetsuo: The Iron Man","1989-07-01",""
"9732","The Lion King II: Simba's Pride","1998-10-24",""
"6498","Nightwatch","1994-02-25",""
"760883","Blood Red Sky","2021-07-23",""
"308084","Tangerine","2015-07-10",""
"109417","Battle of the Year","2013-09-21",""
"12476","The Hidden","1987-10-30",""
"2750","24 Hour Party People","2002-02-13",""
"559969","El Camino: A Breaking Bad Movie","2019-10-11",""
"512200","Jumanji: The Next Level","2019-12-04",""
"495193","Benji","2018-03-16",""
"87825","Trouble with the Curve","2012-09-21",""
"18573","House of Wax","1953-04-16",""
"9799","The Fast and the Furious","2001-06-22",""
"6878","Homeward Bound: The Incredible Journey","1993-02-03",""
"1808","Velvet Goldmine","1998-10-23",""
"606523","Night in Paradise","2020-09-03",""
"11848","Animal Farm","1954-12-28","6/10"
"11033","Dressed to Kill","1980-07-25",""
"10858","Nixon","1995-12-22",""
"9434","Grosse Pointe Blank","1997-04-11",""
"1553","The Beat That My Heart Skipped","2005-03-16",""
"1381","The Fountain","2006-11-22",""
"67","Paradise Now","2005-09-07",""
"718633","Bruised","2021-11-17",""
"500860","The Mustang","2019-03-15",""
"454652","Colette","2018-09-21",""
"340684","Those People","2015-05-16",""
"317560","Carrie Pilby","2017-03-31",""
"74534","The Best Exotic Marigold Hotel","2011-11-28",""
"62214","Frankenweenie","2012-10-04",""
"22373","Saturn in Opposition","2007-02-23",""
"795811","Wheel of Fortune and Fantasy","2021-04-11",""
"666750","Dragonheart: Vengeance","2020-02-04",""
"140870","Minuscule: Valley of the Lost Ants","2013-11-17",""
"14410","Notorious","2009-01-16",""
"11006","Smokey and the Bandit","1977-05-26",""
"10443","Fearless","1993-10-15",""
"10217","The Sweet Hereafter","1997-09-25",""
"676","Pearl Harbor","2001-05-21",""
"423899","Victoria & Abdul","2017-09-13",""
"361292","Suspiria","2018-10-11",""
"9880","The Princess Diaries","2001-08-03",""
"6936","Ben X","2007-08-26",""
"49018","Insidious","2010-09-13","6/10"
"10530","Pocahontas","1995-06-14",""
"379149","The Foreigner","2017-09-28",""
"82120","The Sprinkler Sprinkled","1895-06-10",""
"33196","Tidal Wave","2009-06-06",""
"24420","The Time Traveler's Wife","2009-08-14",""
"204668","Belle and Sebastian","2013-12-18",""
"19494","Nine to Five","1980-12-18",""
"12101","Soylent Green","1973-04-18",""
"11227","Angel-A","2005-12-21","7/10"
"491472","At Eternity's Gate","2018-11-15",""
"434757","Barbie Video Game Hero","2017-02-01",""
"349067","Tigers Are Not Afraid","2017-11-02",""
"347031","Swiss Army Man","2016-06-24",""
"116440","Maggie Simpson in The Longest Daycare","2012-07-12",""
"8195","Ronin","1998-09-25",""
"560008","Minamata","2020-03-13",""
"38366","Il ciclone","1996-12-20",""
"16281","Creepshow","1982-11-12",""
"60670","The Crimson Rivers","2000-09-27",""
"24684","An Education","2009-10-29",""
"4836","Layer Cake","2004-09-30",""
"2048","I, Robot","2004-07-15",""
"1999","In the Bedroom","2001-11-23",""
"514207","Invasion","2020-01-01",""
"26466","Triangle","2009-10-16",""
"10423","Dragon: The Bruce Lee Story","1993-05-07",""
"9952","Rescue Dawn","2006-09-09",""
"936","The Pink Panther","1963-12-18",""
"487611","Conviction","2019-02-06",""
"274870","Passengers","2016-12-21",""
"70667","Kon-Tiki","2012-08-24",""
"53596","Even the Rain","2011-01-05",""
"26973","Pretty Baby","1978-04-05",""
"11864","Enemy Mine","1985-12-12",""
"11561","Sleeper","1973-12-17",""
"732450","Batman: Soul of the Dragon","2021-01-12",""
"291984","The Death & Life of John F. Donovan","2019-03-13",""
"25196","Crazy Heart","2009-12-16",""
"854","The Mask","1994-07-29",""
"663712","Terrifier 2","2022-10-06",""
"68721","Iron Man 3","2013-04-18",""
"35138","Little Big Soldier","2010-02-14",""
"19933","The Brave Little Toaster","1987-07-09",""
"9007","Just Like Heaven","2005-09-16",""
"1951","Manderlay","2005-05-16",""
"699102","A Week Away","2021-03-26",""
"14637","Nothing But the Truth","2008-12-19",""
"320","Insomnia","2002-05-24",""
"308","Broken Flowers","2005-08-05",""
"762504","Nope","2022-07-20",""
"179826","Odd Thomas","2013-01-29",""
"63700","My Babysitter's a Vampire","2010-10-09",""
"13416","Friday Night Lights","2004-10-08",""
"11842","Red Sun","1971-09-15",""
"484482","Sink or Swim","2018-10-24",""
"384680","Hostiles","2017-12-22",""
"103269","Superman vs. The Elite","2012-06-12",""
"85446","Step Up Revolution","2012-07-26",""
"8833","Double Trouble","1984-10-19",""
"323372","The Corpse of Anna Fritz","2015-03-15",""
"307103","SK1","2015-01-07",""
"255718","Barbie: The Pearl Princess","2014-02-15",""
"84329","Robot & Frank","2012-08-16",""
"8052","Hard Eight","1997-02-28",""
"2289","Cold Mountain","2003-12-24",""
"1535","Spy Game","2001-11-18",""
"82424","Small Fry","2011-11-23",""
"16938","Black Christmas","1974-10-11",""
"13715","At Close Range","1986-04-18",""
"659","The Tin Drum","1979-05-02",""
"339692","Shot Caller","2017-07-13",""
"157350","Divergent","2014-03-14",""
"48769","Gramps Is in the Resistance","1983-10-26",""
"45284","Outrage","2010-05-17",""
"604578","Spontaneous","2020-10-02",""
"522098","Babyteeth","2020-06-15",""
"334304","Belle and Sebastian: The Adventure Continues","2015-12-08",""
"58522","Boris - Il film","2011-04-01",""
"15163","Amazing Grace","2006-09-16",""
"14506","The Adventures of Baron Munchausen","1988-12-07",""
"242090","The One I Love","2014-08-08",""
"113947","The Sessions","2012-05-02",""
"14295","You Can Count on Me","2000-11-17",""
"9263","Now and Then","1995-10-20",""
"805327","Look Both Ways","2022-08-17",""
"1573","Die Hard 2","1990-07-02",""
"920","Cars","2006-06-08",""
"913290","Barbarian","2022-09-08",""
"337401","Mulan","2020-09-04",""
"245473","Cloud 9","2014-01-17",""
"32646","Safe","1995-06-23",""
"634528","The Marksman","2021-01-15",""
"25565","Transformers: Beginnings","2006-10-16",""
"10166","The Witches","1990-05-25",""
"6471","The Jerk","1979-12-14",""
"527729","Asterix: The Secret of the Magic Potion","2018-05-12",""
"93456","Despicable Me 2","2013-06-26",""
"29193","The Spanish Prisoner","1997-12-03",""
"11820","Mona Lisa Smile","2003-12-19",""
"760336","Munich: The Edge of War","2022-01-06",""
"369883","Middle School: The Worst Years of My Life","2016-10-07",""
"14556","Anything for Her","2008-12-03",""
"13776","Diner","1982-04-02",""
"12153","White Chicks","2004-06-23",""
"11329","Runaway Jury","2003-01-16",""
"203819","Tracks","2013-12-19",""
"42246","Tom and Jerry: The Fast and the Furry","2005-10-11",""
"38408","Life As We Know It","2010-10-02",""
"25508","Cat People","1942-12-05",""
"10083","No Way Out","1987-08-14",""
"8390","Definitely, Maybe","2008-02-08",""
"596161","Let Him Go","2020-11-05",""
"473072","2036: Nexus Dawn","2017-08-30",""
"178682","The Wizards Return: Alex vs. Alex","2013-03-15",""
"14411","Sinbad: Legend of the Seven Seas","2003-07-02",""
"11689","Crime Busters","1977-04-01",""
"11393","The Natural","1984-05-11",""
"10643","Godzilla 2000: Millennium","1999-12-11",""
"590854","The Hater","2020-03-06",""
"432527","Padmaavat","2018-01-25",""
"310131","The Witch","2015-01-27",""
"304410","The B?lier Family","2014-12-17",""
"192141","No Escape","2015-08-26",""
"175112","Tinker Bell and the Pirate Fairy","2014-02-13",""
"120475","Dragon Ball: Episode of Bardock","2011-12-17",""
"24426","A.R.O.G","2008-12-05",""
"22494","Frequently Asked Questions About Time Travel","2009-04-24",""
"13939","Death Wish","1974-07-24",""
"912","The Thomas Crown Affair","1968-06-26",""
"284305","Shrew's Nest","2014-09-21",""
"49519","The Croods","2013-03-15",""
"19204","The Beyond","1981-04-29",""
"17445","Green Lantern: First Flight","2009-07-28",""
"14134","Main Hoon Na","2004-04-30",""
"10445","Shadowlands","1993-12-25",""
"10027","Unleashed","2005-02-02","3.2/10"
"2295","Clerks II","2006-07-21",""
"643882","The Princess Switch: Switched Again","2020-11-19",""
"423646","In the Fade","2017-11-23",""
"226857","Endless Love","2014-02-12",""
"11616","Go for It","1983-02-01",""
"377897","Barbie: Spy Squad","2016-01-15",""
"351694","Monkey King: Hero Is Back","2015-07-10",""
"221902","Two Days, One Night","2014-05-21",""
"51162","Winnie the Pooh","2011-04-06",""
"1832","Dogma","1999-11-12",""
"538207","We Die Young","2019-05-09",""
"17612","Lost and Delirious","2001-01-21",""
"10937","Barfly","1987-09-02",""
"400136","Resident Evil: Vendetta","2017-05-27",""
"13253","Futurama: Bender's Game","2008-11-03",""
"12560","The Big Chill","1983-09-30",""
"11205","Wheels on Meals","1984-08-17",""
"10122","Flight of the Navigator","1986-07-30",""
"1931","Stomp the Yard","2007-05-16",""
"1770","Michael Collins","1996-10-25",""
"91010","Game Change","2012-02-28",""
"23479","The Bad News Bears","1976-04-07",""
"11879","Near Dark","1987-10-02",""
"4789","The Garden of the Finzi-Continis","1970-12-04",""
"4012","The Believer","2001-08-23",""
"400155","Hotel Transylvania 3: Summer Vacation","2018-06-28",""
"310593","Youth","2015-05-20",""
"271397","The Tribe","2014-09-11",""
"91739","Much Ado About Nothing","2012-09-08",""
"18444","Swiss Family Robinson","1960-12-21",""
"10228","Pok?mon: The First Movie","1998-07-18",""
"9942","Major League","1989-02-16",""
"14310","Infernal Affairs III","2003-12-12",""
"407890","Lean on Pete","2018-04-06",""
"68341","Cold Fish","2010-06-04",""
"11617","Rio Grande","1950-11-15",""
"364","Batman Returns","1992-06-19",""
"741074","Once Upon a Snowman","2020-10-23",""
"432087","Back to Burgundy","2017-06-14",""
"377154","Being 17","2016-02-27",""
"110415","Snowpiercer","2013-08-01",""
"24752","Dragon Ball Z: Cooler's Revenge","1991-07-20",""
"7973","Caramel","2007-08-09",""
"293982","Warsaw 44","2014-07-30",""
"9746","Kundun","1997-12-25",""
"236","Muriel's Wedding","1994-09-29",""
"587807","Tom & Jerry","2021-02-10",""
"297802","Aquaman","2018-12-07",""
"15515","The 7th Voyage of Sinbad","1958-12-05",""
"9003","Hellraiser","1987-09-11",""
"2253","Valkyrie","2008-12-25",""
"379686","Space Jam: A New Legacy","2021-07-08",""
"18254","Reds","1981-12-25",""
"56590","All Star Superman","2011-02-22",""
"12244","9","2009-08-19",""
"11477","Common Wealth","2000-09-29",""
"513310","Boss Level","2021-02-19",""
"258216","Nymphomaniac: Vol. I","2013-12-25",""
"210479","Locke","2014-04-10",""
"79108","Starbuck","2011-07-27",""
"13931","Mike's New Car","2002-05-24",""
"9663","Starman","1984-12-13",""
"9503","Pope Joan","2009-10-22",""
"8068","Desperado","1995-08-25",""
"8009","Highlander","1986-03-07",""
"884971","Goliath","2022-03-09",""
"400535","Sicario: Day of the Soldado","2018-06-27",""
"564","The Mummy","1999-04-16",""
"588009","Ad?","2020-01-31",""
"532865","The Dig","2021-01-14",""
"25961","Pok?mon: The Rise of Darkrai","2007-07-14",""
"4193","Evil Under the Sun","1982-03-05",""
"3432","Mr. Brooks","2007-06-01",""
"308266","War Dogs","2016-08-17",""
"12528","Southern Comfort","1981-09-21",""
"2322","Sneakers","1992-09-09",""
"470229","Summer of 84","2018-08-10",""
"23954","Atlantic City","1980-09-03",""
"11367","Odds and Evens","1978-10-28",""
"9778","Serendipity","2001-10-05",""
"402","Basic Instinct","1992-03-20",""
"759175","The Princess","2022-06-16",""
"337339","The Fate of the Furious","2017-04-12",""
"171372","Frank","2014-05-09",""
"17360","Escape to Victory","1981-06-17",""
"11386","The Crying Game","1992-09-02",""
"9667","The Jacket","2005-03-04",""
"785533","The Princess Switch 3: Romancing the Star","2021-11-18",""
"592834","My Spy","2020-01-09",""
"127846","A Hijacking","2012-02-29",""
"55292","Shaolin","2011-01-20",""
"5876","The Mist","2007-11-21",""
"892153","Tom and Jerry Cowboy Up!","2022-01-24",""
"578814","Tomorrow's a New Day","2019-02-28",""
"131634","The Hunger Games: Mockingjay - Part 2","2015-11-18",""
"542928","The Endless Trench","2019-10-31",""
"10776","Little Shop of Horrors","1986-12-19",""
"620725","Jexi","2019-10-10",""
"575299","Fidelity","2019-10-31",""
"484638","15 Minutes of War","2019-01-30",""
"39413","My Afternoons with Margueritte","2010-06-02",""
"755566","Day Shift","2022-08-12",""
"390043","The Hitman's Bodyguard","2017-08-16",""
"338952","Fantastic Beasts: The Crimes of Grindelwald","2018-11-14",""
"121835","Lore","2012-08-02",""
"78215","Into the White","2012-03-09",""
"67660","Think Like a Man","2012-04-20",""
"21946","Counter Investigation","2007-03-07",""
"10655","Gettysburg","1993-10-08",""
"1495","Kingdom of Heaven","2005-05-03",""
"571055","Down","2019-02-01",""
"502422","Thunder Road","2018-09-12",""
"256591","Focus","2015-02-25",""
"109584","Broken","2012-08-22",""
"14613","Next Avengers: Heroes of Tomorrow","2008-09-02",""
"12665","Powder","1995-10-27",""
"953","Madagascar","2005-05-25",""
"419639","The Thinning","2016-10-12",""
"137315","Every Blessed Day","2012-10-10",""
"9026","The Importance of Being Earnest","2002-05-17",""
"3472","Dirty Pretty Things","2002-09-05",""
"547","The Horse Whisperer","1998-02-01",""
"739993","Metal Lords","2022-04-08",""
"716612","Spencer","2021-11-04",""
"526050","Little","2019-04-04",""
"369778","Chocolat","2016-02-03",""
"38939","Tales from the Crypt","1972-03-09",""
"31997","Saboteur","1942-04-24",""
"11791","The Hound of the Baskervilles","1959-05-04",""
"10218","Swingers","1996-10-18",""
"8291","Poetic Justice","1993-07-23",""
"531876","The Outpost","2020-06-24",""
"425703","How to Grow Up Despite Your Parents","2016-11-23",""
"31175","Soul Kitchen","2009-09-09",""
"25195","Leap Year","2010-01-08",""
"21588","Cemetery Man","1994-03-25",""
"11076","Fly Away Home","1996-09-13",""
"2196","Death at a Funeral","2007-08-17",""
"796499","Army of Thieves","2021-10-27",""
"15058","Speak","2004-01-20",""
"11170","We Are Marshall","2006-12-12",""
"1267","Meet the Robinsons","2007-03-23",""
"662546","Godmothered","2020-12-04",""
"11208","Wicker Park","2004-09-03",""
"9762","Step Up","2006-08-11",""
"380111","Flight Crew","2016-04-21",""
"12763","Take the Lead","2006-03-17",""
"7305","Alive","1993-01-15",""
"249","The War of the Roses","1989-12-08",""
"598331","Rumble","2021-12-15",""
"565426","To All the Boys: P.S. I Still Love You","2020-02-12",""
"355111","Barbie in Rock 'N Royals","2015-08-12",""
"17578","The Adventures of Tintin","2011-10-24",""
"14746","Streets of Fire","1984-06-01",""
"8882","Gomorrah","2008-05-16",""
"2469","Tie Me Up! Tie Me Down!","1990-01-22",""
"539651","Don't Let Go","2019-08-30",""
"308032","The Stanford Prison Experiment","2015-07-17",""
"254470","Pitch Perfect 2","2015-05-07",""
"18093","Northanger Abbey","2007-10-24",""
"868","Tsotsi","2005-12-23",""
"196254","Barbie Mariposa & the Fairy Princess","2013-08-25",""
"127560","The Railway Man","2013-12-02",""
"4484","La Cage aux Folles","1978-10-25",""
"1934","Shakespeare in Love","1998-12-11",""
"710","GoldenEye","1995-11-16",""
"760517","Love and Leashes","2022-02-11",""
"508664","Danger Close: The Battle of Long Tan","2019-08-08",""
"85889","Filth","2013-09-23",""
"83542","Cloud Atlas","2012-10-26",""
"80518","Fullmetal Alchemist the Movie: The Sacred Star of Milos","2011-07-02",""
"64688","21 Jump Street","2012-03-14",""
"15927","A Passage to India","1984-12-14",""
"14831","Help!","1965-07-29",""
"5185","The Private Life of Sherlock Holmes","1970-10-29",""
"934761","A Perfect Pairing","2022-05-19",""
"181886","Enemy","2013-12-31",""
"51999","Perfect Sense","2011-09-29",""
"10779","The Frighteners","1996-07-18",""
"580489","Venom: Let There Be Carnage","2021-09-30",""
"59967","Looper","2012-09-26",""
"646389","Plane","2023-01-12",""
"424998","The Case for Christ","2017-04-07",""
"13192","Moonwalker","1988-10-29",""
"7874","Black Snake Moan","2006-12-31",""
"7010","The Wild Geese","1978-06-28",""
"5279","Gosford Park","2001-11-07",""
"619778","Malignant","2021-09-01",""
"11054","Hairspray","1988-02-26",""
"9591","That Thing You Do!","1996-10-04",""
"2259","The House of the Spirits","1993-10-19",""
"1921","Sweet November","2001-02-16",""
"1371","Rocky III","1982-05-28",""
"360784","Hidden","2015-09-15",""
"177888","Teen Beach Movie","2013-08-07",""
"22478","Another Woman","1988-10-13",""
"9476","A Knight's Tale","2001-05-11",""
"864370","Incantation","2022-03-18",""
"393457","Fences","2016-12-16",""
"319337","13 Minutes","2015-04-09",""
"265189","Force Majeure","2014-08-15",""
"140300","Kung Fu Panda 3","2016-01-23",""
"26648","The Night Porter","1974-04-03",""
"14752","Dil Chahta Hai","2001-07-24",""
"10297","How to Marry a Millionaire","1953-10-29",""
"615904","Marry Me","2022-02-09",""
"474350","It Chapter Two","2019-09-04",""
"400020","The Young Karl Marx","2017-03-02",""
"68726","Pacific Rim","2013-07-11",""
"44092","Reign of Assassins","2010-09-01",""
"11087","The Hand that Rocks the Cradle","1992-01-10",""
"465003","The Red Sea Diving Resort","2019-07-28",""
"384018","Fast & Furious Presents: Hobbs & Shaw","2019-08-01",""
"338768","Please Stand By","2018-01-26",""
"240510","Stromberg ? The Movie","2014-02-20",""
"82507","Sinister","2012-03-29",""
"34205","Halloweentown II: Kalabar's Revenge","2001-10-12",""
"34193","Magic","1978-11-08",""
"11071","Them!","1954-06-16",""
"450322","The Man Who Invented Christmas","2017-10-12",""
"299537","Captain Marvel","2019-03-06",""
"76535","Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer","2011-10-25",""
"14367","Adventures in Babysitting","1987-07-01",""
"9344","Kids","1995-07-28",""
"602","Independence Day","1996-06-25",""
"513347","Flavors of Youth","2018-08-04",""
"72976","Lincoln","2012-11-09",""
"55347","Beginners","2011-06-09",""
"21506","Noroi: The Curse","2005-08-20",""
"10973","Creature from the Black Lagoon","1954-03-05",""
"9362","Tremors","1990-01-19",""
"744276","After Ever Happy","2022-08-24",""
"619730","Don't Worry Darling","2022-09-21",""
"252822","In Order of Disappearance","2014-02-21",""
"235260","Son of God","2014-02-28",""
"227973","The Peanuts Movie","2015-11-01",""
"15143","Some Kind of Wonderful","1987-02-27",""
"12268","The Pink Panther Strikes Again","1976-12-15",""
"11018","Year of the Dragon","1985-08-16",""
"10323","Clash of the Titans","1981-06-12",""
"9602","Coming to America","1988-06-29",""
"507086","Jurassic World Dominion","2022-06-01",""
"232672","Blended","2014-05-21",""
"42188","Never Let Me Go","2010-03-18",""
"24750","Time After Time","1979-08-31",""
"15867","Interiors","1978-08-02",""
"13497","Drumline","2002-12-13",""
"2039","Moonstruck","1987-12-16",""
"574436","Piranhas","2019-02-14",""
"445629","Fighting with My Family","2019-02-14",""
"278927","The Jungle Book","2016-04-07",""
"44835","Hesher","2010-01-22",""
"28501","The Pit and the Pendulum","1961-08-12",""
"26719","House of Games","1987-10-11",""
"17979","A Christmas Carol","2009-11-04",""
"17845","Loft","2008-10-21",""
"11590","Slap Shot","1977-02-25",""
"254","King Kong","2005-12-12",""
"405774","Bird Box","2018-12-13",""
"24679","Bird","1988-07-01",""
"16270","Career Opportunities","1991-03-29",""
"13339","Three O'Clock High","1987-10-09",""
"10362","Two Lovers","2008-11-19",""
"10015","Heartbreak Ridge","1986-12-05",""
"928344","Weird: The Al Yankovic Story","2022-09-08",""
"654895","Run to You","2022-03-17",""
"630004","The Vault","2021-03-04",""
"110390","A Pigeon Sat on a Branch Reflecting on Existence","2014-10-24",""
"467956","The Professor","2018-05-17",""
"441393","Ash Is Purest White","2018-09-21",""
"171337","Siberian Education","2013-02-27",""
"766798","Parallel Mothers","2021-10-08",""
"319995","The Club","2015-05-28",""
"133121","Resident Evil: Damnation","2012-09-25",""
"260514","Cars 3","2017-06-15",""
"4929","Hang 'em High","1968-07-31",""
"68924","The Ice Storm","1997-02-05",""
"582206","The Best Is Yet to Come","2019-12-04",""
"521777","Good Boys","2019-08-14",""
"401898","Thelma","2017-09-15",""
"337170","American Made","2017-08-18",""
"437109","The Villainess","2017-06-08",""
"429300","Adrift","2018-05-31",""
"18937","Quest for Camelot","1998-05-15","6.2/10"
"5889","Azumi","2003-05-10",""
"2926","The Three Musketeers","1973-12-11",""
"785457","Afterlife of the Party","2021-09-02",""
"417870","Girls Trip","2017-07-21",""
"192136","Mandela: Long Walk to Freedom","2013-11-28",""
"32250","Ju-on: The Curse","2000-02-11",""
"8367","Robin Hood: Prince of Thieves","1991-06-14",""
"1946","eXistenZ","1999-04-14",""
"331576","SPL II: A Time for Consequences","2015-06-18",""
"110410","Drug War","2012-11-15",""
"14012","Flicka","2006-10-20",""
"681580","Cross the Line","2020-10-16",""
"253331","Black or White","2014-09-06",""
"207933","Stonehearst Asylum","2014-10-23",""
"152737","August: Osage County","2013-12-26",""
"41110","I Am Love","2009-09-05",""
"11593","Nobody's Fool","1994-12-23",""
"1648","Bill & Ted's Excellent Adventure","1989-02-17",""
"786705","Confessions of an Invisible Girl","2021-09-22",""
"445571","Game Night","2018-02-22",""
"424781","Sorry to Bother You","2018-07-06",""
"399402","Hunter Killer","2018-10-19",""
"296524","Deepwater Horizon","2016-09-28",""
"168672","American Hustle","2013-12-03",""
"20649","Clockers","1995-09-15",""
"13285","Barbie Fairytopia: Mermaidia","2006-03-14",""
"8366","Manitou's Shoe","2001-07-11",""
"187017","22 Jump Street","2014-06-05",""
"11148","XXY","2007-06-14",""
"9684","Sweet and Lowdown","1999-12-03",""
"9359","Maverick","1994-05-20","8.1/10"
"15708","Latter Days","2004-01-30",""
"9443","Chariots of Fire","1981-05-15",""
"8769","Christine","1983-05-11",""
"27850","Halloweentown","1998-11-10",""
"13370","A Mighty Wind","2003-04-16",""
"9314","Nineteen Eighty-Four","1984-11-09",""
"594767","Shazam! Fury of the Gods","2023-03-15",""
"13179","Tinker Bell","2008-09-11",""
"39144","Dragon Ball: Curse of the Blood Rubies","1986-12-20",""
"20762","The Substitute","1996-04-19",""
"15849","The Mummy","1932-01-01",""
"14011","Justice League: The New Frontier","2008-02-26",""
"10276","What About Bob?","1991-05-17",""
"8974","The War of the Worlds","1953-08-13",""
"8953","Steamboy","2004-07-17",""
"8942","Wendy and Lucy","2008-12-10",""
"2300","Space Jam","1996-11-15",""
"1833","Rent","2005-11-17",""
"500475","SuperFly","2018-06-13",""
"243683","Step Up All In","2014-07-16",""
"77878","The Lady","2011-11-30",""
"10998","Fatal Attraction","1987-09-11",""
"7291","36th Precinct","2004-11-24",""
"4772","Cul-de-sac","1966-06-17",""
"19185","Night of the Living Dead","1990-10-19",""
"10934","Under the Tuscan Sun","2003-09-20",""
"314402","Dheepan","2015-08-26",""
"181808","Star Wars: The Last Jedi","2017-12-13",""
"34463","Three Little Pigs","1933-05-27",""
"30508","Berlin Calling","2008-10-01",""
"26517","Martin","1977-10-27",""
"22971","Dear John","2010-02-04",""
"12281","Mean Creek","2004-01-15",""
"10697","The Taste of Others","2000-03-01",""
"9451","Election","1999-04-23",""
"9430","Go","1999-04-09",""
"5729","L'?ge d'or","1930-11-28",""
"184352","Tom at the Farm","2014-04-16",""
"8881","Che: Part One","2008-09-05",""
"846","The X Files","1998-06-19",""
"592863","Respect","2021-08-12",""
"22947","Up in the Air","2009-09-05",""
"14830","Doctor Strange","2007-08-14",""
"8272","The Savages","2007-01-19",""
"1817","Phone Booth","2003-04-04",""
"722149","Luther: The Fallen Sun","2023-02-24",""
"472734","Dumplin'","2018-12-20",""
"56804","Viaggi di nozze","1995-12-15",""
"17102","Dracula: Prince of Darkness","1966-01-09",""
"10138","Iron Man 2","2010-04-28",""
"2288","Closer","2004-12-03",""
"1246","Rocky Balboa","2006-12-20",""
"537059","Justice League vs. the Fatal Five","2019-03-29",""
"446021","Bad Times at the El Royale","2018-10-04",""
"326359","Frozen Fever","2015-03-09",""
"16638","El Cid","1961-10-24",""
"7551","D?j? Vu","2006-11-22",""
"168903","Barbie in the Pink Shoes","2013-02-14","5.4/10"
"11873","The Color of Money","1986-10-17",""
"2614","Innerspace","1987-06-30",""
"857702","LEGO Star Wars Terrifying Tales","2021-10-01",""
"252171","A Girl Walks Home Alone at Night","2014-11-21",""
"1824","50 First Dates","2004-02-13",""
"527246","How to Get Over a Breakup","2018-05-31",""
"2755","About Schmidt","2002-12-12",""
"795813","I'm Your Man","2021-07-01",""
"440161","The Sisters Brothers","2018-09-19",""
"414770","Antiporno","2017-01-28",""
"335983","Venom","2018-09-28",""
"207686","The House at the End of Time","2013-06-21",""
"2787","Pitch Black","2000-02-18",""
"879","Hook","1991-04-10",""
"862965","Emily the Criminal","2022-08-12",""
"475759","2048: Nowhere to Run","2017-09-14",""
"15856","House on Haunted Hill","1959-02-17",""
"8326","Holes","2003-04-18",""
"426249","Lords of Chaos","2018-09-20",""
"15157","Another Cinderella Story","2008-09-16",""
"11004","Wonder Boys","2000-02-22",""
"3683","Flags of Our Fathers","2006-10-18",""
"84175","Beasts of the Southern Wild","2012-06-29",""
"50839","Margin Call","2011-02-11",""
"13435","Antwone Fisher","2002-12-19",""
"2652","Hard Candy","2005-01-14",""
"1871","Fantomas","1964-11-04",""
"525661","Bombshell","2019-12-13",""
"291805","Now You See Me 2","2016-06-02",""
"41233","Step Up 3D","2010-08-04",""
"606566","The Best Years","2020-02-13",""
"498402","Aline","2020-11-19",""
"424277","Annette","2021-07-06",""
"402298","Denial","2016-09-30",""
"374416","Where Am I Going?","2016-01-01",""
"353486","Jumanji: Welcome to the Jungle","2017-12-09",""
"238713","Spy","2015-05-06",""
"61667","We Have a Pope","2011-04-15",""
"15247","The Ipcress File","1965-03-18",""
"10780","Overboard","1987-12-16",""
"95","Armageddon","1998-07-01",""
"482981","Wild Rose","2019-04-12",""
"476669","The King's Man","2021-12-22",""
"360920","The Grinch","2018-11-08",""
"11439","The Ghost Writer","2010-02-12",""
"2112","Payback","1999-02-05",""
"957","Spaceballs","1987-06-24",""
"65057","The Descendants","2011-09-09",""
"37768","Borotalco","1982-01-22",""
"11463","Battle of Britain","1969-09-15",""
"9058","Only You","1994-09-17",""
"4170","Trade","2007-01-23",""
"294963","Bone Tomahawk","2015-10-23",""
"170522","Asterix: The Mansions of the Gods","2014-11-26",""
"11091","Riding in Cars with Boys","2001-10-19",""
"9563","Any Given Sunday","1999-12-22",""
